# Paranal Airglow Line And Continuum Emission (PALACE) model: data and code of
# v1.0 (Noll et al. 2024)
# 
# Intensity time series of OH62Q102 (see pmd_climfeat.dat) for intervals of
# 30 min of X-shooter data
# 
# Column names:
# bin: unique number of half-hourly bin
# fbin: fraction of bin (summed exposure time divided by 30 min)
# N: number of combined exposures
# year: year
# DOY: day of year
# LT: weighted local time for combined exposures in hours (for longitude of
#     Cerro Paranal)
# MJD: Modified Julian Date for LT
# S27d: solar radio flux averaged for 27 days in solar flux units (sfu)
# I: intensity in R (new measurements)
# 
    bin   fbin   N  year  DOY     LT        MJD   S27d          I 
  16094  0.833   1  2009  336   0.13  55167.201   71.8  5.711e+01 
  16229  1.000   1  2009  338  19.97  55170.028   72.6  4.200e+01 
  16230  1.000   1  2009  338  20.49  55170.050   72.6  3.960e+01 
  16232  1.000   1  2009  338  21.35  55170.085   72.6  3.875e+01 
  16233  1.000   1  2009  338  21.88  55170.107   72.6  3.094e+01 
  16235  1.000   1  2009  338  22.98  55170.153   72.6  4.368e+01 
  16237  1.000   1  2009  338  23.51  55170.175   72.6  4.538e+01 
  16278  0.833   1  2009  339  20.38  55171.045   72.8  4.076e+01 
  16279  0.833   1  2009  339  20.82  55171.063   72.8  3.714e+01 
  16280  0.333   1  2009  339  21.45  55171.089   72.8  3.450e+01 
  16281  0.667   2  2009  339  21.77  55171.103   72.8  4.018e+01 
